Date,Hour,CellName,Traffic,OptTraffic,ActPower,OptPower
10/16/2018 0:00,0,Cell_003781,5.059122,0.0,1.6858551156923078,0.0
10/16/2018 0:00,1,Cell_003781,6.729772,1.721981,2.242567100307692,0.5738170532307691
10/16/2018 0:00,2,Cell_003781,34.156671,33.526026,11.382053751692307,11.171903433230769
10/16/2018 0:00,3,Cell_003781,1.52027,0.35159,0.5066007415384616,0.11716060615384614
10/16/2018 0:00,4,Cell_003781,1.851429,0.0,0.6169531098461538,0.0
10/16/2018 0:00,5,Cell_003781,77.44739799999999,63.545872,25.807856010461535,21.175439808
10/16/2018 0:00,6,Cell_003781,20.353676999999998,3.250448,6.7824714433846145,1.0831492873846154
10/16/2018 0:00,7,Cell_003781,1.101141,0.0,0.3669340624615384,0.0
10/16/2018 0:00,8,Cell_003781,5.67522,0.0,1.8911579261538463,0.0
10/16/2018 0:00,9,Cell_003781,3.08572,0.0,1.028256849230769,0.0
10/16/2018 0:00,10,Cell_003781,38.213305000000005,13.70666,12.733849020000003,4.5674808553846145
10/16/2018 0:00,11,Cell_003781,7.800020000000001,0.0,2.599206664615385,0.0
10/16/2018 0:00,12,Cell_003781,15.021738,0.0,5.005705308923076,0.0
10/16/2018 0:00,13,Cell_003781,15.949448,3.414788,5.314846825846154,1.137912432
10/16/2018 0:00,14,Cell_003781,1.23512,0.0,0.4115799876923077,0.0
10/16/2018 0:00,15,Cell_003781,2.6204520000000002,0.0,0.8732152356923076,0.0
10/16/2018 0:00,16,Cell_003781,5.013829,0.0,1.6707620944615387,0.0
10/16/2018 0:00,17,Cell_003781,9.493369,0.0,3.163482654461538,0.0
10/16/2018 0:00,18,Cell_003781,49.067435,8.543936,16.350779109230768,2.8471023655384617
10/16/2018 0:00,19,Cell_003781,71.240579,0.0,23.739552940615383,0.0
10/16/2018 0:00,20,Cell_003781,100.04467199999999,0.0,33.337963007999996,0.0
10/16/2018 0:00,21,Cell_003781,105.98452300000001,56.24563,35.31730412584616,18.74277455076923
10/16/2018 0:00,22,Cell_003781,146.53676000000002,115.50265,48.83055725538462,38.48903690769231
10/16/2018 0:00,23,Cell_003781,66.16061599999999,58.85093,22.046752962461532,19.610940673846155
10/17/2018 0:00,0,Cell_003781,41.805007,36.33231,13.930714640307691,12.107043609230768
10/17/2018 0:00,1,Cell_003781,7.064817,4.441052,2.3542144033846153,1.479895174153846
10/17/2018 0:00,2,Cell_003781,0.32557,0.0,0.10848994153846153,0.0
10/17/2018 0:00,3,Cell_003781,0.909797,0.0,0.30317235415384614,0.0
10/17/2018 0:00,4,Cell_003781,0.63615,0.0,0.21198475384615384,0.0
10/17/2018 0:00,5,Cell_003781,41.725872,16.68825,13.904344423384615,5.561038384615385
10/17/2018 0:00,6,Cell_003781,31.742446,17.986325,10.577559697846155,5.993596915384615
10/17/2018 0:00,7,Cell_003781,14.747371999999999,0.0,4.914278115692307,0.0
10/17/2018 0:00,8,Cell_003781,21.564511000000003,11.170477,7.185958588615386,3.7223466433846157
10/17/2018 0:00,9,Cell_003781,41.555775,30.706013,13.847662869230769,10.232188332
10/17/2018 0:00,10,Cell_003781,64.755667,51.977788,21.57858072646154,17.320598278153845
10/17/2018 0:00,11,Cell_003781,26.566332999999997,0.0,8.852719581230769,0.0
10/17/2018 0:00,12,Cell_003781,29.104359,0.0,9.69846793753846,0.0
10/17/2018 0:00,13,Cell_003781,21.779018,0.0,7.257438921230769,0.0
10/17/2018 0:00,14,Cell_003781,94.87488900000001,58.707399,31.615232242153848,19.563111728307693
10/17/2018 0:00,15,Cell_003781,42.163385999999996,4.63524,14.050137550153844,1.5446045907692305
10/17/2018 0:00,16,Cell_003781,37.046263999999994,0.0,12.344955049846153,0.0
10/17/2018 0:00,17,Cell_003781,12.500488999999998,0.0,4.165547565230769,0.0
10/17/2018 0:00,18,Cell_003781,78.136572,0.0,26.037509992615384,0.0
10/17/2018 0:00,19,Cell_003781,108.35843300000002,0.0,36.108363981230774,0.0
10/17/2018 0:00,20,Cell_003781,121.136917,0.0,40.366548034153844,0.0
10/17/2018 0:00,21,Cell_003781,108.13352,0.0,36.03341604923077,0.0
10/17/2018 0:00,22,Cell_003781,79.553603,41.003768,26.50970832276923,13.663717151999998
