Date,Hour,CellName,Traffic,OptTraffic,ActPower,OptPower
10/16/2018 0:00,0,Cell_003793,34.415428,29.356306,11.468279545846153,9.782424430153846
10/16/2018 0:00,1,Cell_003793,51.030395,46.022604,17.00489778,15.336147732923077
10/16/2018 0:00,2,Cell_003793,6.242296999999999,5.611652,2.0801254310769224,1.8699751126153845
10/16/2018 0:00,3,Cell_003793,2.36167,1.19299,0.7869811107692308,0.3975409753846154
10/16/2018 0:00,4,Cell_003793,18.773642,16.922213,6.255955164923076,5.639002055076922
10/16/2018 0:00,5,Cell_003793,115.164904,101.26338,38.376489548307696,33.74407401230769
10/16/2018 0:00,6,Cell_003793,74.318157,57.214928,24.765096624923075,19.065774468923077
10/16/2018 0:00,7,Cell_003793,42.015465999999996,40.914325,14.000846054769228,13.633911992307691
10/16/2018 0:00,8,Cell_003793,83.52535900000001,77.850139,27.83321962984616,25.942061703692307
10/16/2018 0:00,9,Cell_003793,52.91565099999999,49.829931,17.63312308707692,16.604866237846153
10/16/2018 0:00,10,Cell_003793,69.99741,45.490765,23.32529077846154,15.158922613846155
10/16/2018 0:00,11,Cell_003793,79.6966,71.89658,26.557359323076923,23.95815265846154
10/16/2018 0:00,12,Cell_003793,122.635564,107.61383,40.865943326769234,35.86023935076923
10/16/2018 0:00,13,Cell_003793,159.79170900000003,147.25705,53.247514106769245,49.07058004615384
10/16/2018 0:00,14,Cell_003793,137.665499,136.43038,45.87438012830769,45.46280047384616
10/16/2018 0:00,15,Cell_003793,163.5179,160.89745,54.489195599999995,53.61598103076923
10/16/2018 0:00,16,Cell_003793,171.417986,166.40416,57.12174733476924,55.45098624
10/16/2018 0:00,17,Cell_003793,186.26905399999998,176.77568,62.070580148307684,58.9070958276923
10/16/2018 0:00,18,Cell_003793,338.05824299999995,297.53474,112.6514083596923,99.14773028307691
10/16/2018 0:00,19,Cell_003793,557.030071,485.78949,185.619559044,161.88000543692308
10/16/2018 0:00,20,Cell_003793,462.736341,362.69167,154.19798686246153,120.8600241876923
10/16/2018 0:00,21,Cell_003793,435.435074,385.69618,145.10036465907692,128.52583475076923
10/16/2018 0:00,22,Cell_003793,344.830969,313.79686,114.90828905446152,104.56676904
10/16/2018 0:00,23,Cell_003793,96.41736599999999,89.10768,32.129233039384616,29.69342075076923
10/17/2018 0:00,0,Cell_003793,18.785063,13.312366,6.259760993538462,4.436089962461538
10/17/2018 0:00,1,Cell_003793,22.000853999999997,19.377089,7.331361502153844,6.457042272923077
10/17/2018 0:00,2,Cell_003793,67.90024400000001,67.574674,22.626450539076927,22.517960597538462
10/17/2018 0:00,3,Cell_003793,139.385308,138.47551,46.447473404307694,46.144300716923084
10/17/2018 0:00,4,Cell_003793,3.2109259999999997,2.574776,1.069979340923077,0.857994587076923
10/17/2018 0:00,5,Cell_003793,74.47507099999999,49.437449,24.81738519784615,16.474079159076922
10/17/2018 0:00,6,Cell_003793,89.95264900000001,76.196528,29.974990420615388,25.391027638153844
10/17/2018 0:00,7,Cell_003793,105.554619,90.807247,35.17404688523077,30.25976876953846
10/17/2018 0:00,8,Cell_003793,47.853035,37.459001,15.94610366307692,12.482491717846154
10/17/2018 0:00,9,Cell_003793,101.29298,90.443218,33.753937643076924,30.138463105846157
10/17/2018 0:00,10,Cell_003793,156.761113,143.98323,52.23762627046153,47.97964248923076
10/17/2018 0:00,11,Cell_003793,247.42054199999998,220.85421,82.44813753415384,73.59541828615384
10/17/2018 0:00,12,Cell_003793,233.36522300000001,204.26086,77.764472772,68.06600350153846
10/17/2018 0:00,13,Cell_003793,92.44524,70.666222,30.805598436923074,23.54815951569231
10/17/2018 0:00,14,Cell_003793,91.998086,55.830596,30.65659296553846,18.604472451692306
10/17/2018 0:00,15,Cell_003793,249.21658000000002,211.68843,83.04663265846155,70.54109836615385
10/17/2018 0:00,16,Cell_003793,89.14780099999999,52.101537,29.706790302461535,17.361835252615382
10/17/2018 0:00,17,Cell_003793,196.66439100000002,184.1639,65.53462629323077,61.36907806153847
10/17/2018 0:00,18,Cell_003793,325.011827,246.87525,108.30394112030767,82.26642946153845
10/17/2018 0:00,19,Cell_003793,342.72473299999996,234.3663,114.20642641199998,78.09806243076923
10/17/2018 0:00,20,Cell_003793,435.85519400000004,314.71828,145.24036156984616,104.87381453538461
10/17/2018 0:00,21,Cell_003793,259.88868399999996,151.75516,86.60290608369229,50.56948870153846
10/17/2018 0:00,22,Cell_003793,137.501217,98.951382,45.81963631107692,32.97364514030769
10/17/2018 0:00,23,Cell_003793,120.95372400000001,92.406317,40.305502489846155,30.792628095692304
10/18/2018 0:00,22,Cell_003793,399.76533299999994,391.04058,133.21410942738459,130.30675327384614
10/18/2018 0:00,19,Cell_003793,530.093941,496.09649,176.64361172399998,165.31461497538461
10/18/2018 0:00,0,Cell_003793,109.172221,86.256818,36.37954318246153,28.74342581353846
10/18/2018 0:00,7,Cell_003793,64.95744499999999,64.590652,21.64581936461538,21.523592651076925
10/18/2018 0:00,3,Cell_003793,2.295279,0.0,0.7648575867692307,0.0
10/18/2018 0:00,13,Cell_003793,79.493757,70.652051,26.489765794153847,23.543437302461538
10/18/2018 0:00,1,Cell_003793,141.926974,132.0946,47.294434720615385,44.01798516923077
10/18/2018 0:00,20,Cell_003793,441.25052999999997,440.93183,147.0382535353846,146.93205288923076
10/18/2018 0:00,12,Cell_003793,174.338942,163.11799,58.09509974953846,54.355933283076915
10/18/2018 0:00,15,Cell_003793,104.30504499999999,103.49089,34.757650379999994,34.48634888307692
10/18/2018 0:00,11,Cell_003793,165.628436,164.3131,55.19249113476923,54.754180707692306
10/18/2018 0:00,2,Cell_003793,2.141863,0.787668,0.713734655076923,0.26247521353846154
10/18/2018 0:00,10,Cell_003793,109.762984,100.47528,36.57640359138462,33.48145484307692
10/18/2018 0:00,5,Cell_003793,64.700645,63.693064,21.560245703076923,21.224488711384613
10/18/2018 0:00,6,Cell_003793,73.486182,68.234562,24.48785695569231,22.737855583384615
10/18/2018 0:00,21,Cell_003793,396.49934299999995,393.0533,132.1257810673846,130.9774535076923
10/18/2018 0:00,8,Cell_003793,37.233588,28.521483,12.407377170461537,9.504235719692307
10/18/2018 0:00,17,Cell_003793,347.847983,346.66346,115.91365095046154,115.51893143999999
10/18/2018 0:00,14,Cell_003793,175.174426,173.48001,58.37350872553847,57.80887717846153
10/18/2018 0:00,23,Cell_003793,64.769163,64.144473,21.583078008923078,21.374912079692308
10/18/2018 0:00,4,Cell_003793,104.32715599999999,91.834961,34.76501844553845,30.602234696307693
10/18/2018 0:00,16,Cell_003793,131.875126,95.020097,43.94484967938462,31.66362001569231
10/18/2018 0:00,9,Cell_003793,92.078267,78.217483,30.683311741846154,26.064472027384618
10/18/2018 0:00,18,Cell_003793,441.35985700000003,424.24007,147.07468465569232,141.36984486461537
10/19/2018 0:00,21,Cell_003793,449.13316700000007,356.92179,149.66499072646155,118.93732263692307
10/19/2018 0:00,18,Cell_003793,479.15226700000005,461.01511,159.66827851107692,153.62441973230767
10/19/2018 0:00,19,Cell_003793,718.9843450000001,711.13464,239.5877063492308,236.97194311384612
10/19/2018 0:00,5,Cell_003793,92.825356,43.576267,30.932264783999997,14.520952972615383
